1558789093.26,0.0,0.0,100,100
1558789140.19,100.0,0.0,100,100
1558789145.2,100.0,0.0,100,100
1558789164.86,-100.0,-20.0,100,100
1558789165.87,-100.0,0.0,100,100
1558789172.96,-100.0,-20.0,100,100
1558789182.96,-100.0,0.0,100,100
1558789195.75,-100.0,-15.0,100,100
1558789205.75,-100.0,0.0,100,100
1558789222.24,-100.0,-15.0,100,100
1558789252.26,-100.0,0.0,100,100
1558789269.18,-50.0,-15.0,100,100
1558789274.19,-50.0,0.0,100,100
1558789281.04,-50.0,-15.0,100,100
1558789301.06,-50.0,0.0,100,100
1558789684.87,-50.0,-15.0,100,100
1558789689.88,-50.0,0.0,100,100
1558790036.53,-50.0,-15.0,100,100
1558790041.54,-50.0,0.0,100,100
1558790729.1,-50.0,-15.0,100,100
1558790734.11,-50.0,0.0,100,100
1558790752.9,-50.0,-15.0,100,100
1558790757.91,-50.0,0.0,100,100
1558790768.55,30.0,-15.0,100,100
1558790773.55,30.0,0.0,100,100
1558790783.18,30.0,5.0,100,100
1558790786.18,30.0,0.0,100,100
1558790793.72,30.0,25.0,100,100
1558790796.73,30.0,0.0,100,100
1558790802.9,30.0,35.0,100,100
1558790805.91,30.0,0.0,100,100
1558790836.39,0.0,15.0,100,100
1558790839.4,0.0,0.0,100,100
1558790864.62,-30.0,-15.0,100,100
1558790867.63,-30.0,0.0,100,100
1558790873.76,30.0,-15.0,100,100
1558790876.77,30.0,0.0,100,100
1558790883.72,0.0,-15.0,100,100
1558790886.73,0.0,0.0,100,100
1558790896.02,30.0,-15.0,100,100
1558790899.02,30.0,0.0,100,100
1558790908.22,-30.0,-15.0,100,100
1558790910.22,-30.0,0.0,100,100
1558790922.49,100.0,-15.0,100,100
1558790924.49,100.0,0.0,100,100
1558790927.87,100.0,-15.0,100,100
1558790930.87,100.0,0.0,100,100
1558790938.72,-100.0,-15.0,100,100
1558790941.72,-100.0,0.0,100,100
1558790959.54,-100.0,30.0,100,100
1558790962.54,-100.0,0.0,100,100
1558790970.61,-100.0,35.0,100,100
1558790973.61,-100.0,0.0,100,100
1558790998.66,-30.0,-15.0,100,100
1558791001.66,-30.0,0.0,100,100
1558791010.11,100.0,-15.0,100,100
1558791013.11,100.0,0.0,100,100
1558791028.69,-100.0,-15.0,100,100
1558791030.69,-100.0,0.0,100,100
1558792147.07,-6.64148950577,-15.0,100,100
1558792177.9,-6.71941995621,-15.0,100,100
1558792178.11,-11.3215122223,-15.0,100,100
1558792178.31,-15.9439640045,-15.0,100,100
1558792178.51,-20.5654716492,-15.0,100,100
1558792178.71,0.0,-15.0,100,100
1558792206.38,-6.54819345474,-15.0,100,100
1558792206.59,-11.102481842,-15.0,100,100
1558792206.79,-15.6731348038,-15.0,100,100
1558792207.0,-20.2371578217,-15.0,100,100
1558792207.19,0.0,-15.0,100,100
1558792227.66,-6.59416484833,0.0,100,100
1558792227.86,-11.1631221771,0.0,100,100
